,Price,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Pool,New,District,Type
1610,11000,190,3,5,3,3,1,0,1,0,0,0
1611,1800,66,3,2,1,1,1,0,0,0,0,0
1612,1700,71,3,2,1,1,0,0,0,0,0,0
1613,3200,120,3,3,1,2,1,0,1,0,0,0
1614,4400,74,1,2,1,1,0,0,1,0,0,0
1615,12000,220,4,3,2,4,0,0,1,0,0,0
1616,4500,155,3,3,1,2,1,0,1,0,0,0
1617,2700,62,2,2,1,1,1,0,1,0,1,0
1618,1800,50,2,2,1,1,1,0,1,0,1,0
1619,1350,70,2,2,1,1,1,0,0,0,1,0
1620,1350,70,2,2,1,1,1,0,0,0,1,0
1621,1350,68,2,2,1,1,0,0,0,0,1,0
1622,1350,70,2,2,1,1,1,0,0,0,1,0
1623,1200,40,1,2,1,1,0,0,0,0,1,0
1624,1200,40,1,2,1,1,0,0,0,0,1,0
1625,1200,60,1,2,1,1,0,0,0,0,1,0
1626,1100,40,1,2,1,1,0,0,0,0,1,0
1627,4700,117,2,4,2,2,0,0,1,0,1,0
1628,5500,145,4,4,2,3,1,0,1,0,1,0
1629,8000,145,4,1,2,3,1,0,1,0,1,0
1630,5700,145,4,5,2,3,1,1,1,0,1,0
1631,5500,145,4,5,2,3,1,1,1,0,1,0
1632,1400,80,3,2,1,1,0,0,0,0,1,0
1633,4000,88,3,2,1,2,1,0,1,0,1,0
1634,1350,60,2,2,1,1,0,0,0,0,1,0
1635,2900,58,2,2,1,1,0,0,1,0,1,0
1636,2500,60,2,2,1,1,1,1,1,0,1,0
1637,2900,60,2,2,1,1,1,0,0,0,1,0
1638,1900,60,2,2,1,1,1,0,1,0,1,0
1639,1900,58,2,2,1,1,1,0,1,0,1,0
1640,2000,60,2,3,1,1,1,0,1,0,1,0
1641,2250,58,2,2,1,1,1,1,0,0,1,0
1642,2900,65,2,2,1,2,1,0,1,0,1,0
1643,1800,58,2,2,1,1,1,0,1,0,1,0
1644,2100,65,2,2,1,1,1,0,1,0,1,0
1645,2300,60,2,2,1,1,1,1,1,0,1,0
1646,5600,145,4,3,2,3,1,0,1,0,1,0
1647,2900,58,2,2,1,1,0,1,1,0,1,0
1648,2900,58,2,2,1,1,0,1,1,0,1,0
1649,2250,55,2,2,1,1,1,1,0,0,1,0
1650,2500,58,2,2,1,1,1,1,1,0,1,0
1651,2900,58,2,2,1,1,0,1,1,0,1,0
1652,1500,48,2,2,1,1,0,0,0,0,8,0
1653,1000,48,2,2,1,1,0,0,0,0,8,0
1654,900,50,2,2,1,1,0,0,0,0,8,0
1655,890,50,2,2,1,1,0,0,0,0,8,0
1656,700,62,2,2,1,1,0,0,0,0,8,0
1657,1040,48,2,2,1,1,0,0,0,0,8,0
1658,950,48,2,2,1,1,0,0,0,0,8,0
1659,1100,49,2,2,1,1,1,0,0,0,8,0
1660,1050,50,2,2,1,1,1,0,0,0,8,0
1661,850,49,2,2,1,1,1,0,0,0,8,0
1662,1100,56,2,2,1,1,0,0,1,0,8,0
1663,980,55,2,2,1,1,1,0,0,0,8,0
1664,900,61,3,2,1,1,0,0,0,0,8,0
1665,900,50,2,2,1,1,0,0,0,0,8,0
1666,999,50,2,2,1,1,0,0,0,0,8,0
1667,1570,50,2,2,1,1,0,0,0,0,8,0
1668,900,50,2,2,1,1,0,0,0,0,8,0
1669,1000,49,2,2,1,1,1,0,0,0,8,0
1670,1000,70,2,2,1,1,1,0,0,0,8,0
1671,1300,45,2,2,1,1,0,0,0,0,8,0
1672,1000,51,2,2,1,1,1,0,1,0,8,0
1673,800,50,2,2,1,1,1,0,0,0,8,0
1674,1550,46,2,2,1,1,0,0,0,0,8,0
1675,1300,49,2,2,1,1,0,0,1,0,8,0
1676,950,60,2,2,1,1,0,0,0,0,8,0
1677,1000,58,2,2,1,1,1,1,1,0,8,0
1678,1320,50,2,2,1,1,0,0,0,0,8,0
1679,1200,58,2,2,1,1,0,0,0,0,8,0
1680,2000,45,2,2,1,1,1,0,1,0,8,0
1681,1300,49,2,2,1,1,0,0,1,0,8,0
1682,850,50,2,2,1,1,0,0,1,0,8,0
1683,1200,58,2,2,1,1,0,0,1,0,8,0
1684,1200,58,2,2,1,1,0,0,0,0,8,0
1685,2900,105,3,2,1,1,0,0,0,0,11,0
1686,2000,58,2,2,1,1,1,0,0,0,11,0
1687,2000,80,3,2,1,2,1,0,1,0,11,0
1688,2000,72,3,2,1,2,0,0,1,0,11,0
1689,1150,55,2,2,1,1,1,0,1,0,11,0
1690,2100,62,3,2,1,1,0,0,1,0,11,0
1691,2800,100,3,3,1,2,0,0,1,0,11,0
1692,1300,62,3,2,1,1,0,0,0,0,11,0
1693,2800,77,2,2,1,2,1,0,1,0,11,0
1694,5000,171,3,5,3,3,1,0,1,0,11,0
1695,1000,65,2,2,1,1,1,1,0,0,11,0
1696,2200,77,2,2,1,2,1,0,1,0,11,0
1697,1400,60,2,2,1,1,0,0,0,0,11,0
1698,1300,52,2,2,1,1,1,1,0,0,11,0
1699,2500,65,2,2,1,2,1,0,1,0,11,0
1700,1200,65,2,2,1,1,0,0,0,0,11,0
1701,1800,65,2,2,1,1,1,0,1,0,11,0
1702,1700,72,3,2,1,2,0,0,1,0,11,0
1703,2100,62,3,2,1,1,1,1,1,0,11,0
1704,1500,115,3,3,1,2,0,0,1,0,11,0
1705,2000,74,3,2,1,1,1,0,0,0,11,0
1706,1750,60,2,2,1,1,0,0,1,0,11,0
1707,1300,52,2,2,1,1,1,1,0,0,11,0
1708,1350,70,2,2,1,1,0,0,1,0,11,0
1709,1750,60,2,2,1,1,1,0,1,0,11,0
1710,1900,68,3,2,1,2,0,0,0,0,11,0
1711,1500,55,2,2,1,1,0,0,0,0,11,0
1712,1100,54,2,2,1,1,1,0,1,0,11,0
1713,1200,58,2,2,1,2,0,0,1,0,11,0
1714,1850,66,2,2,1,1,1,0,1,0,11,0
1715,1400,52,2,2,1,1,1,0,0,0,11,0
1716,1015,64,2,2,1,1,1,0,1,0,11,0
1717,1400,62,2,2,1,1,0,0,0,0,11,0
1718,2300,67,2,2,1,2,1,1,1,0,11,0
1719,1700,63,3,2,1,1,1,0,1,0,11,0
1720,2300,180,3,4,1,3,0,1,1,0,12,0
1721,1000,48,2,2,1,1,1,0,1,0,12,0
1722,1180,55,2,2,1,1,1,1,1,0,12,0
1723,1200,50,2,2,1,1,1,1,1,0,12,0
1724,980,50,1,2,1,1,1,0,0,0,12,0
1725,1100,50,2,2,1,1,0,0,1,0,12,0
1726,1583,48,2,2,1,1,1,0,1,0,12,0
1727,1200,60,2,2,1,1,1,0,0,0,12,0
1728,600,35,1,2,1,1,1,0,0,0,12,0
1729,1400,55,2,2,1,1,1,0,1,0,12,0
1730,1050,57,2,2,1,1,1,0,0,0,12,0
1731,1600,82,3,2,1,2,0,0,0,0,12,0
1732,1000,50,2,2,1,1,1,0,0,0,12,0
1733,1120,50,2,2,1,1,1,0,1,0,12,0
1734,1000,50,2,2,1,1,0,0,0,0,12,0
1735,950,52,2,2,1,1,1,1,0,0,12,0
1736,1300,53,2,2,1,1,0,0,1,0,12,0
1737,1300,50,2,2,1,1,1,0,1,0,12,0
1738,1200,45,2,2,1,1,1,0,1,0,12,0
1739,2000,51,2,2,1,1,1,1,0,0,12,0
1740,1300,50,2,2,1,1,0,0,1,0,12,0
1741,1200,55,2,2,1,1,0,0,0,0,12,0
1742,1370,59,3,2,1,1,0,1,0,0,12,0
1743,1150,55,2,2,1,1,0,0,0,0,12,0
1744,1300,75,3,2,1,3,0,0,1,0,12,0
1745,1000,60,2,2,1,1,0,0,0,0,12,0
1746,1300,65,3,2,1,1,0,0,0,0,12,0
1747,1000,50,2,2,1,1,1,0,0,0,12,0
1748,1000,50,2,2,1,1,1,0,0,0,12,0
1749,1300,50,2,2,1,1,0,0,0,0,12,0
1750,1600,67,3,2,1,2,1,0,1,0,12,0
1751,1000,50,2,2,1,1,0,0,0,0,12,0
1752,1600,67,3,3,1,2,1,0,1,0,12,0
1753,1600,65,3,2,1,1,0,0,0,0,12,0
1754,1600,67,3,2,1,2,1,0,1,0,12,0
1755,3500,127,3,4,3,3,1,0,1,0,12,0
1756,3000,84,3,2,1,1,1,0,1,0,28,0
1757,1200,52,2,2,1,1,1,0,0,0,28,0
1758,2500,70,3,2,1,2,1,0,1,0,28,0
1759,3000,84,3,2,1,1,1,1,1,0,28,0
1760,2400,81,2,2,1,1,0,0,0,0,28,0
1761,1200,69,3,2,1,1,0,0,1,0,28,0
1762,1400,70,3,2,1,1,0,0,1,0,28,0
1763,2500,65,2,2,1,1,0,1,1,0,28,0
1764,3300,160,3,2,1,2,1,0,1,0,28,0
1765,1200,64,3,2,1,1,0,0,0,0,28,0
1766,1400,50,2,2,1,1,0,0,0,0,28,0
1767,1900,64,3,2,1,1,0,0,1,0,28,0
1768,1500,53,2,2,1,1,1,1,1,0,28,0
1769,1600,90,3,2,1,1,1,0,1,0,28,0
1770,1600,100,3,3,1,1,0,0,0,0,28,0
1771,1700,77,3,2,1,1,0,0,1,0,28,0
1772,2500,65,2,2,1,1,0,1,1,0,28,0
1773,1900,53,2,2,1,1,0,0,1,0,28,0
1774,1200,56,2,2,1,1,0,0,0,0,28,0
1775,1400,60,2,2,1,1,0,1,1,0,28,0
1776,1500,70,3,2,1,1,0,0,1,0,28,0
1777,1100,67,2,2,1,1,1,0,0,0,28,0
1778,1400,52,2,2,1,1,1,0,0,0,28,0
1779,2700,62,2,2,1,1,1,1,1,0,28,0
1780,1999,79,3,3,1,2,1,0,1,0,28,0
1781,1300,84,3,2,1,1,1,0,1,0,28,0
1782,900,50,2,2,1,1,0,0,1,0,28,0
1783,1400,84,3,2,1,1,0,0,1,0,28,0
1784,1100,58,2,2,1,1,0,0,0,0,28,0
1785,1199,63,2,2,1,1,1,0,1,0,28,0
1786,2000,65,3,2,1,1,0,0,1,0,28,0
1787,1200,68,3,2,1,1,0,0,0,0,37,0
1788,5500,234,4,5,3,3,1,0,1,0,37,0
1789,2200,68,3,2,1,1,0,1,1,0,37,0
1790,1300,60,2,2,1,1,0,0,0,0,37,0
1791,1800,60,3,2,1,1,0,0,1,0,37,0
1792,1400,60,3,2,1,1,1,0,1,0,37,0
1793,1400,70,3,2,1,1,0,1,0,0,37,0
1794,1900,70,3,2,1,1,0,0,0,0,37,0
1795,5500,234,4,5,4,3,1,0,1,0,37,0
1796,1100,55,2,2,1,1,0,0,0,0,37,0
1797,1800,53,2,2,1,1,1,0,1,0,37,0
1798,1300,45,1,2,1,1,0,0,1,0,37,0
1799,1200,55,2,2,1,1,0,0,1,0,37,0
1800,1400,58,2,2,1,1,0,0,1,0,37,0
1801,1700,50,2,2,1,1,0,1,1,0,37,0
1802,2200,65,2,2,1,1,1,0,1,0,37,0
1803,1300,40,2,2,1,1,0,0,0,0,37,0
1804,1200,51,2,2,1,1,0,0,1,0,37,0
1805,1500,56,2,2,1,1,0,0,1,0,37,0
1806,1700,50,2,2,1,1,1,0,1,0,37,0
1807,1400,80,3,2,1,1,1,0,0,0,37,0
1808,5000,156,3,5,3,2,1,0,1,0,37,0
1809,1300,60,2,2,1,1,0,0,0,0,37,0
1810,2000,70,3,2,1,1,1,0,0,0,37,0
1811,1200,40,1,2,1,1,0,0,1,0,37,0
1812,1000,47,2,2,1,1,1,0,1,0,37,0
1813,1700,74,3,2,1,2,0,0,1,0,37,0
1814,2200,53,2,2,1,1,0,0,0,0,37,0
1815,2100,78,2,2,1,2,0,0,0,0,37,0
1816,1500,50,2,2,1,1,1,0,1,0,37,0
1817,1550,52,2,2,1,1,0,1,1,0,37,0
1818,1600,54,2,2,1,1,1,0,1,0,37,0
1819,1900,85,2,2,1,2,1,0,1,0,37,0
1820,1400,70,2,2,1,1,0,0,0,0,37,0
1821,1100,54,2,2,1,1,0,0,1,0,37,0
1822,1400,63,2,2,1,1,0,0,0,0,37,0
1823,2600,68,3,3,1,1,1,0,1,0,38,0
1824,2500,67,1,2,1,1,0,0,1,0,38,0
1825,2000,82,2,2,1,1,1,0,1,0,38,0
1826,2190,58,2,2,1,2,1,0,1,0,38,0
1827,4500,140,3,2,1,2,0,1,1,0,38,0
1828,2300,58,2,2,1,2,1,0,1,0,38,0
1829,2100,60,2,2,1,2,1,0,1,0,38,0
1830,3000,203,3,2,1,2,0,0,1,0,38,0
1831,2200,67,3,2,1,1,0,0,1,0,38,0
1832,2200,58,2,2,1,1,0,0,0,0,38,0
1833,2800,58,2,2,1,1,1,0,1,0,38,0
1834,2500,67,2,2,1,1,0,0,1,0,38,0
1835,5000,140,3,2,1,2,1,0,1,0,38,0
1836,2600,67,3,2,1,1,0,0,1,0,38,0
1837,2300,58,3,2,1,1,1,0,1,0,38,0
1838,1500,85,2,2,1,1,0,0,0,0,38,0
1839,5000,240,3,3,1,1,0,0,0,0,38,0
1840,2200,110,2,2,1,1,0,0,0,0,38,0
1841,2200,110,2,2,1,1,0,0,0,0,38,0
1842,1600,79,2,2,1,1,0,0,0,0,38,0
1843,1200,80,2,2,1,1,1,0,0,0,38,0
1844,1200,72,1,2,1,1,0,0,0,0,38,0
1845,1300,70,2,2,1,1,0,0,0,0,38,0
1846,1300,72,2,2,1,1,0,0,0,0,38,0
1847,1800,75,2,2,1,1,0,0,0,0,38,0
1848,2500,150,3,2,1,1,0,0,0,0,38,0
1849,1000,30,1,2,1,1,0,0,0,0,38,0
1850,1200,50,1,2,1,1,0,0,0,0,38,0
1851,12500,397,3,5,3,5,0,0,1,0,38,0
1852,2000,132,3,2,1,1,1,0,0,0,38,0
1853,3700,97,2,4,2,2,0,0,1,0,38,0
1854,2500,70,2,2,1,1,0,0,1,0,38,0
1855,3000,69,2,2,1,2,1,0,1,0,38,0
1856,2800,70,2,2,1,1,0,1,1,0,38,0
1857,1300,45,2,2,1,1,0,1,0,0,46,0
1858,4000,160,2,3,1,2,1,0,1,0,46,0
1859,1500,65,2,2,1,1,1,0,0,0,46,0
1860,1850,52,2,2,1,1,0,1,1,0,46,0
1861,1200,72,2,2,1,1,0,0,0,0,46,0
1862,3500,180,3,4,1,2,1,0,0,0,46,0
1863,2700,70,3,2,1,2,1,0,1,0,46,0
1864,2150,80,2,2,1,1,1,0,0,0,46,0
1865,1500,60,1,2,1,1,0,0,0,0,46,0
1866,2000,98,3,3,1,1,1,0,0,0,46,0
1867,2600,58,2,2,1,2,0,0,0,0,46,0
1868,6000,162,4,5,3,3,1,0,1,0,46,0
1869,6500,154,4,3,2,3,1,0,1,0,46,0
1870,2000,55,2,2,1,1,0,0,1,0,46,0
1871,3600,134,4,5,2,2,1,0,1,0,46,0
1872,4500,92,2,2,1,2,0,1,0,0,46,0
1873,2800,87,2,2,1,2,1,0,1,0,46,0
1874,2000,122,3,3,1,1,0,0,0,0,46,0
1875,1600,64,2,2,1,1,0,0,0,0,46,0
1876,1500,63,1,2,1,1,0,0,0,0,46,0
1877,2200,43,1,2,1,1,0,1,1,0,46,0
1878,1700,65,2,2,1,1,0,0,0,0,46,0
1879,2322,167,3,2,1,3,1,0,1,0,46,0
1880,2600,70,2,2,1,1,1,0,1,0,46,0
1881,2600,65,2,2,1,2,1,0,1,0,46,0
1882,3200,59,2,2,1,2,0,0,0,0,46,0
1883,4000,100,3,4,1,2,1,0,1,0,46,0
1884,4000,100,2,2,1,2,0,1,1,0,46,0
1885,2200,89,2,2,1,1,1,0,0,0,46,0
1886,8000,171,3,5,3,3,0,0,1,0,46,0
1887,2500,71,2,2,1,1,1,0,0,0,46,0
1888,2500,83,3,2,1,1,0,0,1,0,46,0
1889,1800,60,3,2,1,1,0,0,0,0,46,0
1890,4900,133,3,4,3,2,0,0,0,0,46,0
1891,1500,65,2,2,1,1,0,0,0,0,46,0
1892,1600,50,2,2,1,1,1,0,1,0,48,0
1893,2000,58,2,2,1,1,1,0,0,0,48,0
1894,1800,58,2,2,1,1,1,0,0,0,48,0
1895,1500,58,2,2,1,1,1,0,0,0,48,0
1896,1600,49,2,2,1,1,1,0,1,0,48,0
1897,1300,65,2,2,1,1,1,0,1,0,48,0
1898,1600,90,3,2,1,1,1,0,1,0,48,0
1899,1150,50,2,2,1,1,0,0,1,0,48,0
1900,1650,58,2,2,1,1,1,1,0,0,48,0
1901,900,35,1,2,1,1,0,0,0,0,48,0
1902,1300,73,2,2,1,1,0,0,0,0,48,0
1903,900,35,1,2,1,1,0,0,0,0,48,0
1904,1500,70,3,2,1,1,0,0,1,0,48,0
1905,1300,73,2,2,1,1,0,0,0,0,48,0
1906,1800,75,3,2,1,1,1,0,1,0,48,0
1907,1300,70,2,2,1,1,0,0,0,0,48,0
1908,1100,55,2,2,1,1,1,0,0,0,48,0
1909,1400,70,2,2,1,1,0,0,0,0,48,0
1910,1050,45,2,2,1,1,0,0,0,0,48,0
1911,1300,58,2,2,1,1,1,0,0,0,48,0
1912,1299,73,2,2,1,1,0,0,0,0,48,0
1913,1550,74,3,2,1,1,1,0,1,0,48,0
1914,1300,73,2,2,1,1,0,0,0,0,48,0
1915,1300,50,2,2,1,1,0,0,0,0,48,0
1916,1300,80,2,2,1,1,0,0,0,0,48,0
1917,1250,47,2,2,1,1,1,0,0,0,48,0
1918,1500,80,3,3,1,2,1,0,1,0,48,0
1919,1300,73,2,2,1,1,0,0,0,0,48,0
1920,1500,49,2,2,1,1,1,0,1,0,48,0
1921,1500,70,3,2,1,1,1,0,1,0,48,0
1922,1701,73,2,2,1,1,0,0,0,0,48,0
1923,1500,50,2,2,1,1,0,0,0,0,48,0
1924,1600,55,2,2,1,1,1,1,0,0,48,0
1925,1500,65,3,2,1,1,1,0,1,0,48,0
1926,1200,55,2,2,1,1,1,0,0,0,48,0
1927,2500,110,2,2,1,2,1,0,0,0,58,0
1928,2600,74,2,2,1,1,0,0,0,0,58,0
1929,3700,110,3,3,1,2,1,0,1,0,58,0
1930,1800,100,3,3,1,1,0,0,0,0,58,0
1931,2850,72,2,3,1,2,1,1,1,0,58,0
1932,2700,150,3,4,1,2,1,0,0,0,58,0
1933,5000,140,3,4,1,2,1,0,1,0,58,0
1934,3500,117,3,3,1,2,1,0,1,0,58,0
1935,4700,150,3,4,3,3,0,0,1,0,58,0
1936,3400,127,2,2,1,2,1,0,1,0,58,0
1937,4200,97,2,3,1,2,1,1,1,0,58,0
1938,2500,36,1,2,1,1,1,0,1,0,58,0
1939,3500,64,2,2,1,2,1,0,1,0,58,0
1940,2600,105,3,3,1,2,0,0,0,0,58,0
1941,2300,45,2,2,1,1,1,1,0,0,58,0
1942,2400,66,2,2,1,2,1,1,1,0,58,0
1943,1500,79,2,2,1,1,1,0,0,0,58,0
1944,16000,251,4,6,4,4,0,1,1,0,58,0
1945,2200,90,3,2,1,1,0,0,0,0,58,0
1946,3500,127,2,2,1,2,1,0,1,0,58,0
1947,4300,128,3,5,2,3,1,0,1,0,58,0
1948,3200,120,3,3,1,2,1,0,0,0,58,0
1949,2600,119,3,3,1,1,0,0,0,0,58,0
1950,14000,250,4,6,4,4,0,0,1,0,58,0
1951,4000,104,3,2,1,2,1,0,0,0,58,0
1952,4500,115,3,3,1,2,1,0,1,0,58,0
1953,3500,112,3,4,2,2,0,0,1,0,58,0
1954,6900,150,3,5,3,3,1,0,1,0,58,0
1955,2500,64,2,2,1,1,1,1,1,0,58,0
1956,2850,72,2,4,3,2,1,1,1,0,58,0
1957,3600,105,3,3,1,2,1,0,1,0,58,0
1958,2917,63,2,2,1,1,1,1,1,0,58,0
1959,3900,119,3,3,1,2,0,0,1,0,58,0
1960,3850,92,2,3,1,2,0,1,0,0,58,0
1961,7500,140,3,3,1,2,1,1,1,0,60,0
1962,4000,35,1,2,1,1,1,1,1,0,60,0
1963,5500,120,3,3,1,1,1,0,1,0,60,0
1964,7500,140,3,4,3,2,1,0,1,0,60,0
1965,4500,62,1,2,1,2,0,1,1,0,60,0
1966,4200,160,4,3,1,2,1,0,0,0,60,0
1967,5000,110,3,2,1,2,0,0,0,0,60,0
1968,3800,104,3,2,1,2,0,0,1,0,60,0
1969,4000,38,1,2,1,1,1,1,1,0,60,0
1970,3500,91,2,3,1,1,1,0,1,0,60,0
1971,9900,145,3,5,3,2,1,1,1,0,60,0
1972,5500,65,2,2,1,1,1,0,1,0,60,0
1973,3700,88,1,2,1,2,0,0,1,0,60,0
1974,3080,30,1,2,1,1,1,1,1,0,60,0
1975,2500,56,1,2,1,1,1,0,1,0,60,0
1976,3000,210,3,3,1,1,1,0,0,0,60,0
1977,10000,162,3,5,3,3,0,0,1,0,60,0
1978,3200,32,1,2,1,1,1,1,1,0,60,0
1979,5000,30,1,2,1,1,0,1,1,0,60,0
1980,3700,65,2,2,1,2,0,0,0,0,60,0
1981,4500,73,2,2,1,1,1,1,0,0,60,0
1982,2500,66,2,2,1,1,0,1,0,0,60,0
1983,4300,130,3,3,1,2,1,0,1,0,60,0
1984,3000,80,2,2,1,1,1,0,0,0,60,0
1985,3000,110,3,3,1,1,0,0,0,0,60,0
1986,2400,89,2,2,1,1,0,0,0,0,60,0
1987,2399,48,1,2,1,2,1,0,0,0,60,0
1988,6500,46,1,2,1,1,0,0,0,0,60,0
1989,4400,65,2,2,1,1,1,0,1,0,60,0
1990,3300,93,2,3,1,2,0,0,0,0,60,0
1991,7100,78,2,3,2,2,0,0,0,0,60,0
1992,4000,74,3,2,1,1,1,0,1,0,60,0
1993,4800,60,2,2,1,3,1,1,1,0,60,0
1994,7000,104,3,2,1,2,1,0,1,0,60,0
1995,6700,119,2,3,2,2,0,1,1,0,60,0
1996,3100,89,2,2,1,1,0,0,0,0,60,0
1997,1500,50,2,2,1,1,1,1,0,0,61,0
1998,950,46,2,2,1,1,1,0,0,0,61,0
1999,1400,53,2,2,1,1,1,0,0,0,61,0
2000,1500,60,2,2,1,1,1,1,1,0,61,0
2001,3300,132,3,3,1,2,1,1,1,0,61,0
2002,1300,53,2,2,1,1,1,0,0,0,61,0
2003,1600,50,2,2,1,1,0,0,0,0,61,0
2004,2300,78,3,3,2,2,1,0,1,0,61,0
2005,1200,50,2,2,1,1,1,0,0,0,61,0
2006,1200,52,2,2,1,1,0,0,1,0,61,0
2007,3200,131,3,2,1,2,1,0,1,0,61,0
2008,1100,50,2,2,1,1,1,0,0,0,61,0
2009,3200,131,3,3,1,2,1,0,1,0,61,0
2010,1200,45,3,2,1,1,0,0,1,0,61,0
2011,1550,63,3,2,1,1,1,1,0,0,61,0
2012,1200,50,2,2,1,1,0,1,0,0,61,0
2013,1350,55,2,2,1,1,0,0,0,0,61,0
2014,1300,49,2,2,1,1,0,0,1,0,61,0
2015,1000,55,2,2,1,1,1,0,0,0,61,0
2016,2800,133,3,4,1,2,1,0,1,0,61,0
2017,1800,50,2,2,1,1,0,0,0,0,61,0
2018,2000,50,2,2,1,1,0,0,0,0,61,0
2019,1100,60,2,2,1,1,0,0,0,0,61,0
2020,1399,45,2,2,1,1,0,0,0,0,61,0
2021,2100,64,3,2,1,1,0,1,1,0,61,0
2022,2500,86,2,2,1,1,1,0,0,0,61,0
2023,2000,85,2,2,1,1,0,0,1,0,61,0
2024,1600,50,2,2,1,1,0,0,0,0,61,0
2025,1100,60,2,2,1,1,1,0,0,0,61,0
2026,1860,78,3,2,1,2,1,0,1,0,61,0
2027,2000,85,2,2,1,1,0,0,1,0,61,0
2028,1850,65,2,2,1,1,0,0,1,0,61,0
2029,1200,49,2,2,1,1,1,0,0,0,61,0
2030,1300,67,2,2,1,1,0,0,0,0,61,0
2031,2100,57,2,2,1,1,0,1,1,0,61,0
2032,1600,55,3,2,1,1,0,0,0,0,63,0
2033,3000,77,2,2,1,1,1,1,1,0,63,0
2034,1400,47,2,2,1,1,0,0,0,0,63,0
2035,1000,50,2,2,1,1,0,0,0,0,63,0
2036,800,45,2,2,1,1,0,0,0,0,63,0
2037,1150,51,2,2,1,1,1,0,1,0,63,0
2038,1700,47,3,2,1,1,1,1,1,0,63,0
2039,6000,136,3,2,1,2,1,1,1,0,63,0
2040,1200,55,3,2,1,1,0,0,0,0,63,0
2041,2000,55,2,2,1,1,1,0,0,0,63,0
2042,1300,56,2,2,1,1,0,0,0,0,63,0
2043,1400,55,2,2,1,1,1,0,0,0,65,0
2044,1150,70,2,2,1,1,0,0,0,0,65,0
2045,3500,143,3,5,3,2,1,1,1,0,65,0
2046,1500,60,2,2,1,1,0,0,0,0,65,0
2047,1000,62,2,2,1,1,1,0,0,0,65,0
2048,1250,60,2,2,1,1,0,0,0,0,65,0
2049,2500,77,2,2,1,2,0,1,1,0,65,0
2050,1400,50,2,2,1,1,0,0,0,0,65,0
2051,3000,122,3,2,1,2,0,0,1,0,65,0
2052,2100,64,3,2,1,1,0,0,1,0,65,0
2053,1200,74,2,2,1,1,0,0,0,0,65,0
2054,1100,51,2,2,1,1,0,0,0,0,65,0
2055,3500,111,3,3,2,2,0,0,1,0,65,0
2056,1300,56,2,2,1,1,0,0,0,0,65,0
2057,1500,49,2,2,1,1,0,0,1,0,65,0
2058,1600,65,2,2,1,1,0,0,1,0,65,0
2059,850,50,2,2,1,1,0,0,1,0,65,0
2060,1400,56,2,2,1,1,0,0,1,0,65,0
2061,1900,64,2,2,1,1,0,0,1,0,65,0
2062,1000,56,1,2,1,1,0,0,0,0,65,0
2063,2300,62,3,2,1,1,1,1,1,0,65,0
2064,1100,56,2,2,1,1,0,0,1,0,65,0
2065,1750,70,3,2,1,1,1,0,1,0,65,0
2066,1800,65,2,2,1,1,1,0,1,0,65,0
2067,1350,57,2,2,1,1,1,0,0,0,65,0
2068,3000,122,2,4,2,2,1,0,1,0,65,0
2069,3000,122,2,3,2,2,1,0,1,0,65,0
2070,1500,63,2,2,1,1,0,0,0,0,65,0
2071,1150,55,2,2,1,1,0,0,0,0,65,0
2072,2500,59,2,2,1,1,0,0,1,0,65,0
2073,3800,183,4,5,3,2,1,0,0,0,65,0
2074,1600,50,2,2,1,1,1,0,0,0,65,0
2075,1500,70,2,2,1,2,0,0,1,0,65,0
2076,1200,53,2,2,1,1,0,0,0,0,65,0
2077,1250,54,2,2,1,1,1,0,0,0,65,0
2078,5000,130,3,4,1,2,1,1,1,0,87,0
2079,8500,187,3,6,3,3,1,1,1,0,87,0
2080,6000,143,2,3,2,2,1,0,1,0,87,0
2081,4500,130,3,4,1,2,1,0,1,0,87,0
2082,1850,36,1,2,1,1,1,0,1,0,87,0
2083,6000,143,3,4,3,2,1,1,1,0,87,0
2084,2500,73,2,2,1,1,1,0,1,0,87,0
2085,2800,88,2,3,1,2,1,0,1,0,87,0
2086,1800,90,2,2,1,1,1,0,0,0,87,0
2087,5500,143,3,4,3,3,1,1,1,0,87,0
2088,6000,158,3,4,3,2,1,0,1,0,87,0
2089,2500,82,3,2,1,2,0,0,0,0,87,0
2090,5000,125,3,4,3,3,1,0,1,0,87,0
2091,2300,35,1,2,1,1,0,1,0,0,87,0
2092,3800,96,2,3,2,2,1,0,1,0,87,0
2093,5498,142,3,5,3,3,1,0,1,0,87,0
2094,2600,48,2,2,1,1,0,1,1,0,87,0
2095,3350,79,2,2,1,2,1,0,0,0,87,0
2096,1850,50,2,2,1,1,1,0,1,0,87,0
2097,1800,35,2,2,1,1,1,0,1,0,87,0
2098,3300,85,3,3,1,2,1,0,1,0,87,0
2099,4499,142,4,5,3,1,0,0,0,0,87,0
2100,2600,103,3,3,1,1,1,0,0,0,87,0
2101,6000,158,3,4,3,2,1,1,1,0,87,0
2102,3300,94,2,3,1,2,1,0,1,0,87,0
2103,1800,50,2,2,1,2,1,0,1,0,87,0
2104,2299,87,3,2,1,2,0,0,0,0,87,0
2105,2500,40,1,2,1,1,1,1,1,0,87,0
2106,5900,148,3,4,3,2,1,0,1,0,87,0
2107,3500,94,2,3,1,2,0,0,1,0,87,0
2108,2300,86,3,2,1,2,0,0,0,0,87,0
