,Price,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Pool,New,District,Type
202,888,70,2,2,1,1,0,0,0,0,27,0
203,999,70,2,2,1,1,0,0,0,0,27,0
204,888,70,2,2,1,1,0,0,0,0,27,0
205,4500,107,3,2,1,1,1,0,0,0,31,0
206,8000,132,3,2,1,1,0,0,0,0,31,0
207,8000,132,3,2,1,1,0,0,0,0,31,0
208,8000,132,3,2,1,1,0,0,0,0,31,0
209,8000,132,3,2,1,1,0,0,0,0,31,0
210,8000,132,3,2,1,1,0,0,0,0,31,0
211,8000,132,3,2,1,1,0,0,0,0,31,0
212,5890,87,2,2,1,1,0,1,0,0,31,0
213,8000,132,3,2,1,1,0,0,0,0,31,0
214,4200,120,3,3,1,1,1,0,0,0,31,0
215,6700,130,3,3,1,1,0,0,0,0,31,0
216,4500,87,2,2,1,1,1,0,0,0,31,0
217,7200,131,3,3,1,1,0,0,0,0,31,0
218,4800,90,2,2,1,1,0,1,0,0,31,0
219,6500,107,3,3,1,1,0,0,0,0,31,0
220,7200,131,3,3,1,1,0,0,0,0,31,0
221,4500,87,2,2,1,1,0,0,0,0,31,0
222,7500,131,3,3,1,1,1,0,0,0,31,0
223,4200,120,3,2,1,1,0,0,0,0,31,0
224,5500,90,2,2,1,1,0,1,0,0,31,0
225,8000,132,3,2,1,1,0,0,0,0,31,0
226,4300,90,2,2,1,1,1,0,0,0,31,0
227,4500,87,2,2,1,1,1,0,0,0,31,0
228,6500,92,1,2,1,1,0,0,0,0,31,0
229,8000,116,2,2,1,1,0,1,0,0,31,0
230,21000,223,3,2,1,1,0,0,0,0,31,0
231,14000,100,2,2,1,1,0,0,0,0,31,0
232,10000,70,1,2,1,1,0,1,0,0,31,0
233,11000,100,2,2,1,1,0,0,0,0,31,0
234,45000,443,4,2,1,1,0,0,0,0,31,0
235,20000,250,4,6,4,4,1,0,1,0,31,0
236,6000,43,1,2,1,1,0,0,1,0,31,0
237,5500,44,1,2,1,1,1,1,0,0,31,0
238,7200,62,1,2,1,2,0,1,0,0,31,0
239,4393,42,1,2,1,2,0,0,0,0,31,0
240,800,38,2,2,1,1,0,0,0,0,34,0
241,900,46,2,2,1,1,0,0,0,0,34,0
242,660,41,2,2,1,1,0,0,0,0,34,0
243,1000,38,2,2,1,1,0,0,0,0,34,0
244,650,43,2,2,1,1,0,0,0,0,34,0
245,630,41,2,2,1,1,0,0,0,0,34,0
246,1000,48,2,2,1,1,0,0,0,0,34,0
247,940,41,2,2,1,1,0,0,0,0,34,0
248,1100,57,2,2,1,1,1,1,0,0,35,0
249,1800,56,2,2,1,1,0,0,0,0,35,0
250,1150,57,2,2,1,1,0,0,0,0,35,0
251,1200,58,2,2,1,1,0,0,0,0,35,0
252,900,58,2,2,1,1,1,0,0,0,35,0
253,900,35,1,2,1,1,0,0,0,0,35,0
254,1200,88,3,2,1,1,0,0,0,0,35,0
255,800,35,2,2,1,1,0,0,0,0,35,0
256,1400,52,2,2,1,1,1,0,1,0,35,0
257,850,55,2,2,1,1,1,0,0,0,35,0
258,1300,60,3,2,1,1,0,0,0,0,35,0
259,1000,53,2,2,1,1,1,0,0,0,35,0
260,1200,49,2,2,1,1,0,0,0,0,35,0
261,1200,88,3,2,1,1,1,0,0,0,35,0
262,1000,63,3,2,1,1,1,0,1,0,35,0
263,1250,55,2,2,1,1,1,0,0,0,35,0
264,1300,47,2,2,1,1,0,0,1,0,35,0
265,1000,50,2,2,1,1,0,0,1,0,35,0
266,1180,47,2,2,1,1,1,0,0,0,35,0
267,600,50,2,2,1,1,1,0,0,0,35,0
268,1100,55,2,2,1,1,1,0,0,0,35,0
269,1200,70,2,2,1,1,0,0,0,0,35,0
270,1000,38,2,2,1,1,0,0,0,0,35,0
271,1700,53,2,2,1,1,0,0,1,0,35,0
272,900,50,2,2,1,1,0,0,0,0,35,0
273,1200,42,2,2,1,1,0,0,1,0,35,0
274,1300,58,2,2,1,1,1,0,0,0,35,0
275,1600,56,2,2,1,1,0,0,1,0,35,0
276,1100,62,2,2,1,1,1,0,1,0,39,0
277,1100,62,2,2,1,1,0,0,1,0,39,0
278,850,45,2,2,1,1,1,0,0,0,39,0
279,5500,120,3,2,1,1,1,1,1,0,39,0
280,880,56,3,2,1,1,0,0,1,0,39,0
281,650,45,1,2,1,1,0,0,0,0,39,0
282,750,40,1,2,1,1,0,0,0,0,39,0
283,1500,60,3,2,1,1,1,0,1,0,39,0
284,840,57,2,2,1,1,0,0,0,0,39,0
285,800,60,2,2,1,1,0,0,0,0,39,0
286,800,60,2,2,1,1,0,0,0,0,39,0
287,1300,60,2,2,1,1,1,1,0,0,39,0
288,500,40,1,2,1,1,0,0,0,0,39,0
289,850,48,2,2,1,1,0,0,0,0,39,0
290,940,43,2,2,1,1,0,1,0,0,39,0
291,1500,72,4,2,1,1,0,0,1,0,39,0
292,1200,45,2,2,1,1,1,1,1,0,39,0
293,1100,40,2,2,1,1,0,0,0,0,39,0
294,1100,43,2,2,1,1,0,0,0,0,39,0
295,1300,68,3,2,1,1,1,0,0,0,39,0
296,810,49,2,2,1,1,0,0,0,0,39,0
297,2300,75,2,2,1,2,0,0,0,0,39,0
298,650,48,2,2,1,1,0,0,0,0,39,0
299,600,90,1,2,1,1,0,0,0,0,39,0
300,900,44,2,2,1,1,0,0,0,0,44,0
301,900,54,2,2,1,1,0,0,0,0,44,0
302,1100,50,2,2,1,1,1,0,0,0,44,0
303,700,50,2,2,1,1,0,0,0,0,44,0
304,800,56,2,2,1,1,0,0,0,0,44,0
305,900,53,3,2,1,1,0,0,0,0,44,0
306,750,48,2,2,1,1,0,0,0,0,44,0
307,900,53,3,2,1,1,0,0,0,0,44,0
308,1000,52,2,2,1,1,0,0,0,0,44,0
309,900,50,2,2,1,1,0,0,0,0,44,0
310,850,56,2,2,1,1,0,0,0,0,44,0
311,1100,56,2,2,1,1,0,0,0,0,44,0
312,800,48,2,2,1,1,0,0,0,0,44,0
313,850,65,2,2,1,1,0,0,0,0,44,0
314,1100,57,2,2,1,1,0,0,0,0,44,0
315,900,47,2,2,1,1,0,0,0,0,44,0
316,1300,55,2,2,1,1,1,1,0,0,44,0
317,800,45,2,2,1,1,0,0,0,0,44,0
318,880,56,2,2,1,1,0,0,0,0,44,0
319,900,48,2,2,1,2,0,0,0,0,44,0
320,700,52,2,2,1,1,0,0,0,0,44,0
321,800,48,2,2,1,1,0,0,0,0,44,0
322,900,56,2,2,1,1,0,0,0,0,44,0
323,900,58,2,2,1,1,0,0,0,0,44,0
324,900,56,2,2,1,1,0,0,0,0,44,0
325,730,50,2,2,1,1,0,0,0,0,44,0
326,1100,50,2,2,1,1,0,0,0,0,44,0
327,1000,58,3,2,1,1,0,0,0,0,44,0
328,850,53,3,2,1,1,0,0,0,0,44,0
329,1089,101,3,2,1,1,0,0,0,0,44,0
330,880,48,2,2,1,1,0,0,0,0,44,0
331,1200,53,3,2,1,1,1,0,0,0,44,0
332,1100,49,3,2,1,1,0,0,1,0,44,0
333,1300,55,2,2,1,1,0,0,0,0,44,0
334,1300,60,3,2,1,1,0,0,0,0,44,0
335,1200,56,2,2,1,1,0,0,0,0,44,0
336,800,60,2,2,1,1,0,0,0,0,45,0
337,900,45,2,2,1,1,0,0,0,0,45,0
338,950,50,2,2,1,1,0,0,0,0,45,0
339,950,59,3,2,1,1,0,0,1,0,45,0
340,850,46,2,2,1,1,0,0,0,0,45,0
341,1000,55,3,2,1,1,0,0,1,0,45,0
342,1100,47,2,2,1,1,0,0,0,0,45,0
343,1100,50,2,2,1,1,0,0,1,0,55,0
344,1200,50,2,2,1,1,0,0,0,0,55,0
345,1200,50,2,2,1,1,1,0,0,0,55,0
346,1200,46,2,2,1,1,1,0,0,0,55,0
347,1000,50,2,2,1,1,1,0,0,0,55,0
348,1350,65,2,2,1,1,1,1,0,0,57,0
349,1100,53,2,2,1,1,0,0,0,0,57,0
350,1600,53,2,2,1,1,0,0,0,0,57,0
351,1290,54,2,2,1,1,0,0,0,0,57,0
352,1100,47,1,2,1,1,1,0,0,0,57,0
353,1200,120,3,2,1,2,0,0,0,0,57,0
354,1400,57,2,2,1,1,0,0,0,0,57,0
355,1400,58,2,2,1,1,0,0,0,0,57,0
356,900,58,2,2,1,1,1,0,1,0,57,0
357,1000,47,1,2,1,1,1,0,0,0,57,0
358,1200,52,2,2,1,1,1,0,0,0,57,0
359,1200,61,2,2,1,1,0,0,0,0,57,0
360,1400,63,2,2,1,1,0,0,0,0,57,0
361,2200,70,3,2,1,2,0,0,1,0,57,0
362,1200,61,2,2,1,1,0,0,0,0,57,0
363,1600,49,2,2,1,1,0,0,0,0,57,0
364,2500,75,3,2,1,2,0,0,0,0,57,0
365,1200,63,3,2,1,1,0,0,1,0,57,0
366,2000,50,2,2,1,2,1,0,1,0,57,0
367,1100,47,2,2,1,1,1,0,0,0,57,0
368,1500,68,3,2,1,1,0,0,0,0,57,0
369,2500,110,2,2,1,2,0,0,0,0,57,0
370,1400,75,3,2,1,1,0,0,0,0,57,0
371,1700,53,2,2,1,1,0,0,0,0,57,0
372,1600,54,2,2,1,1,0,0,1,0,57,0
373,1500,78,2,2,1,1,1,0,0,0,57,0
374,2000,68,2,2,1,1,1,0,1,0,57,0
375,900,50,2,2,1,1,0,0,0,0,57,0
376,1300,84,2,2,1,1,1,0,0,0,57,0
377,1100,54,2,2,1,1,0,0,1,0,57,0
378,1500,70,3,2,1,1,0,0,0,0,57,0
379,1200,54,2,2,1,1,1,0,1,0,57,0
380,1200,48,2,2,1,1,1,0,0,0,57,0
381,1200,50,2,2,1,1,0,0,1,0,57,0
382,1900,49,2,2,1,1,0,0,1,0,57,0
383,1600,50,2,2,1,1,1,0,1,0,57,0
384,800,65,2,2,1,1,0,0,0,0,62,0
385,1100,50,2,2,1,1,1,0,0,0,62,0
386,1660,49,2,2,1,1,0,0,0,0,62,0
387,850,50,2,2,1,1,0,0,0,0,62,0
388,1000,60,2,2,1,1,0,0,0,0,62,0
389,1000,60,2,2,1,1,0,0,0,0,62,0
390,900,50,2,2,1,1,0,0,0,0,62,0
391,1070,50,2,2,1,1,0,0,1,0,62,0
392,750,40,1,2,1,1,0,0,0,0,70,0
393,1300,65,3,2,1,1,0,0,1,0,70,0
394,1200,74,2,2,1,1,1,0,0,0,70,0
395,1650,57,2,2,1,1,0,0,0,0,70,0
396,1500,56,2,2,1,1,0,0,0,0,70,0
397,2600,95,3,1,2,2,1,0,1,0,70,0
398,1500,56,2,2,1,1,0,0,0,0,70,0
399,1205,72,3,2,1,1,1,0,1,0,70,0
400,1600,56,2,2,1,1,0,0,0,0,70,0
401,1300,68,3,2,1,1,1,0,1,0,70,0
402,900,48,2,2,1,1,0,0,0,0,70,0
403,1500,56,2,2,1,1,0,0,0,0,70,0
404,1500,57,2,2,1,1,0,1,1,0,70,0
405,1500,57,2,2,1,1,0,0,0,0,70,0
406,1200,57,2,2,1,1,0,0,0,0,70,0
407,1500,56,2,2,1,1,0,0,0,0,70,0
408,1500,56,2,2,1,1,0,0,0,0,70,0
409,1500,56,2,2,1,1,0,0,0,0,70,0
410,1500,56,2,2,1,1,0,0,0,0,70,0
411,1500,56,2,2,1,1,0,0,0,0,70,0
412,1600,56,2,2,1,1,0,0,1,0,70,0
413,1400,56,2,2,1,1,0,0,0,0,70,0
414,1600,65,3,2,1,1,0,0,0,0,70,0
415,1400,56,2,2,1,1,0,0,0,0,70,0
416,1400,56,2,2,1,1,0,0,1,0,70,0
417,1400,56,2,2,1,1,0,0,0,0,70,0
418,1400,56,2,2,1,1,0,0,0,0,70,0
419,1400,56,2,2,1,1,0,0,0,0,70,0
420,1400,56,2,2,1,1,0,0,0,0,70,0
421,1400,56,2,2,1,1,0,0,0,0,70,0
422,1400,56,2,2,1,1,0,0,0,0,70,0
423,1500,56,2,2,1,1,1,0,1,0,70,0
424,1600,57,2,2,1,1,0,1,1,0,70,0
425,1200,56,2,2,1,1,1,0,1,0,70,0
426,1100,65,3,2,1,2,1,0,0,0,74,0
427,1300,57,2,2,1,1,0,0,0,0,74,0
428,1300,48,2,2,1,1,0,0,0,0,74,0
429,1400,50,2,2,1,1,0,0,0,0,74,0
430,1800,136,2,2,1,3,0,0,0,0,74,0
431,1700,98,3,2,1,2,1,1,1,0,74,0
432,1500,95,3,2,1,2,1,0,1,0,74,0
433,1350,56,2,2,1,1,0,0,1,0,74,0
434,1190,69,3,2,1,1,1,0,1,0,74,0
435,1190,70,3,2,1,1,1,1,1,0,74,0
436,1190,70,3,2,1,1,1,1,1,0,74,0
437,1200,57,3,2,1,1,0,0,0,0,74,0
438,1500,50,2,2,1,1,0,1,0,0,74,0
439,1550,63,3,2,1,2,0,0,0,0,74,0
440,1700,56,2,2,1,1,0,0,0,0,74,0
441,1100,60,2,2,1,1,0,0,0,0,74,0
442,1200,82,3,2,1,1,0,0,0,0,74,0
443,1600,56,3,2,1,1,0,0,0,0,74,0
444,1600,61,3,2,1,1,0,0,0,0,74,0
445,1200,82,3,2,1,1,0,1,0,0,74,0
446,2000,84,3,2,1,1,0,0,0,0,74,0
447,1800,63,3,2,1,1,0,0,0,0,74,0
448,1800,63,3,2,1,1,0,0,0,0,74,0
449,1800,64,3,2,1,1,0,1,0,0,74,0
450,1100,50,2,2,1,1,0,0,1,0,74,0
451,1780,50,2,2,1,1,0,0,1,0,74,0
452,1500,50,2,2,1,1,0,0,0,0,74,0
453,1200,65,3,2,1,1,1,0,0,0,74,0
454,2000,60,2,2,1,1,0,0,0,0,74,0
455,1500,60,2,2,1,1,0,0,0,0,74,0
456,1550,60,2,2,1,1,0,0,0,0,74,0
457,1000,58,2,2,1,1,1,0,0,0,74,0
458,1250,60,2,2,1,1,1,0,0,0,74,0
459,1000,55,3,2,1,1,0,0,1,0,74,0
460,1000,60,2,2,1,1,0,0,0,0,74,0
461,2000,60,2,2,1,1,1,0,0,0,74,0
462,930,48,2,2,1,1,0,0,0,0,75,0
463,850,40,2,2,1,1,0,0,0,0,75,0
464,800,45,2,2,1,1,0,0,0,0,75,0
465,1428,60,3,2,1,1,1,0,1,0,75,0
466,1100,50,2,2,1,1,0,0,1,0,75,0
467,950,44,1,2,1,1,1,1,1,0,75,0
468,1000,48,2,2,1,1,0,0,0,0,75,0
469,750,51,2,2,1,1,0,0,1,0,75,0
470,650,40,1,2,1,1,0,0,0,0,75,0
471,1100,48,2,2,1,1,0,0,0,0,75,0
472,700,56,2,2,1,1,0,0,0,0,75,0
473,800,45,2,2,1,1,0,0,0,0,75,0
474,1300,47,2,2,1,1,0,0,1,0,75,0
475,700,56,2,2,1,1,0,0,0,0,75,0
476,650,45,2,2,1,1,0,0,0,0,75,0
477,1100,47,2,2,1,1,0,0,1,0,75,0
478,850,50,2,2,1,1,0,0,0,0,75,0
479,850,63,2,2,1,3,0,0,0,0,75,0
480,1100,54,2,2,1,1,0,0,0,0,75,0
481,900,55,2,2,1,1,0,0,0,0,75,0
482,1000,57,2,2,1,1,1,0,0,0,75,0
483,1365,65,3,2,1,1,1,0,0,0,75,0
484,1200,66,2,2,1,1,0,0,0,0,75,0
485,1100,45,2,2,1,1,1,0,0,0,75,0
486,1000,47,2,2,1,1,1,0,0,0,75,0
487,1100,45,2,2,1,1,1,0,0,0,75,0
488,1100,54,2,2,1,1,1,0,0,0,75,0
489,1700,65,3,2,1,1,0,0,1,0,75,0
490,1200,65,3,2,1,1,0,0,1,0,75,0
491,1000,48,2,2,1,1,1,0,0,0,75,0
492,1200,60,3,2,1,1,0,0,0,0,75,0
493,1200,43,2,2,1,1,1,1,0,0,75,0
494,1800,52,2,2,1,1,1,1,1,0,76,0
495,950,68,2,2,1,1,0,0,1,0,76,0
496,650,38,1,2,1,1,0,0,0,0,76,0
497,1100,55,2,2,1,1,1,0,0,0,76,0
498,1500,57,2,2,1,1,0,0,1,0,76,0
499,1600,62,3,2,1,1,1,1,1,0,76,0
500,900,48,2,2,1,1,0,0,0,0,76,0
501,700,44,2,2,1,1,0,0,0,0,76,0
502,1400,50,2,2,1,1,0,0,0,0,76,0
503,650,44,2,2,1,1,0,0,0,0,76,0
504,650,30,2,2,1,1,0,0,0,0,76,0
505,750,44,2,2,1,1,0,0,0,0,76,0
506,1500,72,4,2,1,1,0,0,1,0,76,0
507,1200,50,2,2,1,1,0,0,0,0,76,0
508,480,48,2,2,1,1,0,0,0,0,77,0
509,1900,48,1,2,1,1,1,1,0,0,77,0
510,1400,84,2,2,1,1,0,0,0,0,77,0
511,1000,50,1,2,1,1,0,0,0,0,77,0
512,900,50,2,2,1,1,0,0,0,0,77,0
513,1800,37,1,2,1,1,0,1,0,0,77,0
514,1100,50,1,2,1,1,1,0,0,0,77,0
515,1450,52,2,2,1,1,1,0,0,0,79,0
516,2100,45,1,2,1,1,1,0,1,0,79,0
517,1650,68,3,2,1,1,0,0,0,0,79,0
